attribution_id,user_id,campaign_id,touchpoint_date,touchpoint_type,platform,device,attribution_model,attribution_weight,converted,conversion_value
ATTR00004113,USR00006883,CMP000089,2024-11-27,Impression,Google Ads,Tablet,Last Touch,0.37,False,0
ATTR00004114,USR00003376,CMP000061,2025-06-24,Click,YouTube,Tablet,First Touch,0.24,False,18.09
ATTR00004115,USR00002440,CMP000036,2024-12-04,Impression,Facebook,Smart TV,Linear,0.98,False,0
ATTR00004116,USR00001766,CMP000061,2025-06-23,Click,Programmatic,Smart TV,Time Decay,0.9,False,0
ATTR00004117,USR00000681,CMP000069,2024-07-31,View,Instagram,Smart TV,First Touch,0.16,False,0
ATTR00004118,USR00001945,CMP000032,2025-05-22,Click,Instagram,Mobile,Time Decay,0.56,False,0
ATTR00004119,USR00006604,CMP000065,2025-03-07,View,YouTube,Streaming Device,Time Decay,0.6,True,0
ATTR00004120,USR00003683,CMP000039,2025-05-09,Impression,Google Ads,Mobile,Linear,0.12,False,0
ATTR00004121,USR00007684,CMP000008,2024-08-13,View,Programmatic,Tablet,Time Decay,0.22,False,0
ATTR00004122,USR00008113,CMP000003,2024-10-08,Impression,TikTok,Web Browser,First Touch,0.11,True,0
ATTR00004123,USR00002650,CMP000025,2024-07-31,Impression,TikTok,Streaming Device,Linear,0.27,False,0
ATTR00004124,USR00000223,CMP000080,2025-01-23,View,YouTube,Smart TV,Linear,0.5,True,0
ATTR00004125,USR00007176,CMP000028,2025-06-07,Click,Facebook,Tablet,Time Decay,1.0,False,0
ATTR00004126,USR00000654,CMP000090,2025-01-26,Impression,Google Ads,Tablet,Linear,0.26,False,0
ATTR00004127,USR00003482,CMP000047,2025-04-28,Impression,TikTok,Mobile,Last Touch,0.49,False,0
ATTR00004128,USR00006134,CMP000035,2025-02-27,Impression,Twitter,Mobile,Last Touch,0.9,False,0
ATTR00004129,USR00004468,CMP000015,2025-02-11,Impression,LinkedIn,Smart TV,First Touch,0.62,True,13.46
ATTR00004130,USR00007742,CMP000086,2024-08-04,Impression,Instagram,Mobile,Last Touch,0.57,False,15.91
ATTR00004131,USR00002320,CMP000044,2025-03-10,Click,TikTok,Smart TV,Last Touch,0.88,True,0
ATTR00004132,USR00008353,CMP000087,2024-10-19,View,Programmatic,Tablet,Time Decay,0.5,False,0
ATTR00004133,USR00009456,CMP000045,2025-01-31,Impression,Facebook,Tablet,Time Decay,0.93,True,0
ATTR00004134,USR00003034,CMP000096,2024-10-15,Click,Google Ads,Web Browser,Linear,0.28,False,0
ATTR00004135,USR00009403,CMP000051,2024-09-20,Click,Programmatic,Smart TV,Linear,0.58,False,0
ATTR00004136,USR00000037,CMP000015,2025-01-24,Click,TikTok,Tablet,Last Touch,0.2,False,0
ATTR00004137,USR00002406,CMP000048,2025-03-17,Impression,Instagram,Web Browser,Last Touch,0.79,False,0
ATTR00004138,USR00007341,CMP000009,2025-02-04,View,YouTube,Mobile,Last Touch,0.14,False,13.75
ATTR00004139,USR00006057,CMP000067,2024-12-14,Click,Facebook,Streaming Device,Last Touch,0.43,False,0
ATTR00004140,USR00009147,CMP000040,2024-11-20,View,TikTok,Gaming Console,First Touch,0.6,True,0
ATTR00004141,USR00000015,CMP000001,2024-07-21,Impression,Twitter,Smart TV,Last Touch,0.84,True,0
ATTR00004142,USR00006896,CMP000092,2024-11-15,Click,Programmatic,Smart TV,Linear,0.8,False,0
ATTR00004143,USR00006329,CMP000067,2024-12-29,Click,YouTube,Web Browser,Last Touch,1.0,False,0
ATTR00004144,USR00000892,CMP000097,2024-09-09,Click,Instagram,Web Browser,First Touch,0.5,False,9.6
ATTR00004145,USR00002829,CMP000051,2024-08-27,Click,YouTube,Tablet,Last Touch,0.49,False,10.44
ATTR00004146,USR00004538,CMP000092,2024-11-12,Impression,LinkedIn,Streaming Device,First Touch,0.17,False,0
ATTR00004147,USR00007105,CMP000067,2024-12-20,Impression,Facebook,Tablet,Time Decay,0.49,False,0
ATTR00004148,USR00000380,CMP000080,2025-02-05,View,Programmatic,Smart TV,First Touch,0.82,False,0
ATTR00004149,USR00004747,CMP000089,2024-11-20,Click,Instagram,Tablet,Time Decay,0.11,False,0
ATTR00004150,USR00007400,CMP000086,2024-08-09,View,Instagram,Mobile,First Touch,0.27,False,0
ATTR00004151,USR00001603,CMP000017,2025-03-31,View,Facebook,Gaming Console,Linear,0.86,False,0
ATTR00004152,USR00003586,CMP000035,2025-02-27,View,YouTube,Web Browser,Last Touch,0.73,True,11.84
ATTR00004153,USR00009349,CMP000031,2024-11-07,Impression,LinkedIn,Smart TV,Linear,0.13,False,0
ATTR00004154,USR00001623,CMP000082,2025-06-05,Impression,Instagram,Smart TV,Time Decay,0.3,False,0
ATTR00004155,USR00005794,CMP000039,2025-06-02,View,Programmatic,Mobile,Time Decay,0.74,False,0
ATTR00004156,USR00005421,CMP000055,2025-02-05,View,Facebook,Mobile,Time Decay,0.66,False,0
ATTR00004157,USR00005467,CMP000008,2024-08-20,Click,Instagram,Smart TV,Time Decay,0.91,False,0
ATTR00004158,USR00001721,CMP000009,2025-02-16,Impression,Instagram,Web Browser,Time Decay,0.58,False,0
ATTR00004159,USR00004473,CMP000059,2025-01-27,View,Google Ads,Smart TV,Last Touch,0.65,False,0
ATTR00004160,USR00001001,CMP000030,2024-08-15,View,Instagram,Web Browser,Time Decay,0.95,False,0
ATTR00004161,USR00001410,CMP000015,2025-02-13,Impression,Programmatic,Streaming Device,Linear,0.11,True,0
ATTR00004162,USR00007985,CMP000084,2024-11-01,View,Twitter,Gaming Console,Time Decay,0.72,False,0
ATTR00004163,USR00006940,CMP000098,2025-02-18,Click,Programmatic,Gaming Console,Linear,0.16,False,0
ATTR00004164,USR00004700,CMP000069,2024-07-17,Click,YouTube,Web Browser,First Touch,0.54,False,0
ATTR00004165,USR00005594,CMP000084,2024-11-03,Impression,Programmatic,Mobile,Time Decay,0.66,False,0
ATTR00004166,USR00009095,CMP000076,2025-03-01,Click,Google Ads,Tablet,Last Touch,0.64,True,10.32
ATTR00004167,USR00008071,CMP000046,2025-05-29,Impression,Twitter,Smart TV,First Touch,0.2,False,0
ATTR00004168,USR00002397,CMP000036,2024-12-11,Impression,Google Ads,Mobile,Last Touch,0.35,False,0
ATTR00004169,USR00008130,CMP000029,2024-09-25,Click,Google Ads,Web Browser,First Touch,0.73,False,0
ATTR00004170,USR00009869,CMP000086,2024-07-28,View,YouTube,Streaming Device,Time Decay,0.9,False,0
ATTR00004171,USR00005247,CMP000012,2025-01-22,Click,Programmatic,Mobile,First Touch,0.73,False,0
ATTR00004172,USR00009303,CMP000055,2025-01-20,Impression,Google Ads,Tablet,Time Decay,0.95,False,0
ATTR00004173,USR00000714,CMP000024,2025-04-27,Click,Google Ads,Web Browser,Linear,0.32,False,0
ATTR00004174,USR00007134,CMP000080,2025-01-24,View,YouTube,Smart TV,Time Decay,0.37,False,0
ATTR00004175,USR00007835,CMP000055,2025-01-23,Click,Instagram,Smart TV,First Touch,0.95,False,0
ATTR00004176,USR00006221,CMP000068,2025-06-07,View,TikTok,Web Browser,First Touch,0.98,False,0
ATTR00004177,USR00000640,CMP000080,2025-01-29,Impression,Instagram,Tablet,Time Decay,0.99,False,0
ATTR00004178,USR00009492,CMP000020,2025-06-26,Click,Facebook,Smart TV,Linear,0.91,False,0
ATTR00004179,USR00001794,CMP000049,2025-01-18,Impression,Twitter,Mobile,Last Touch,0.17,False,0
ATTR00004180,USR00007614,CMP000002,2024-09-19,Click,Google Ads,Smart TV,Linear,0.69,False,0
ATTR00004181,USR00007634,CMP000073,2024-11-10,View,LinkedIn,Tablet,Time Decay,0.73,False,0
ATTR00004182,USR00009863,CMP000039,2025-05-20,Click,LinkedIn,Web Browser,Last Touch,0.17,False,0
ATTR00004183,USR00005321,CMP000027,2025-02-12,Click,Twitter,Smart TV,Linear,0.38,False,0
ATTR00004184,USR00001020,CMP000095,2024-09-07,Impression,TikTok,Mobile,Linear,0.56,False,0
ATTR00004185,USR00001503,CMP000062,2024-07-31,Impression,Instagram,Smart TV,Time Decay,0.65,False,0
ATTR00004186,USR00006470,CMP000014,2025-02-27,Click,Facebook,Tablet,First Touch,0.18,False,0
ATTR00004187,USR00001323,CMP000012,2025-01-31,Click,Twitter,Smart TV,Last Touch,0.36,False,0
ATTR00004188,USR00001752,CMP000036,2024-12-17,Click,YouTube,Streaming Device,Time Decay,0.22,False,14.07
ATTR00004189,USR00008622,CMP000066,2025-02-18,Click,Instagram,Smart TV,Time Decay,0.95,False,0
ATTR00004190,USR00007524,CMP000012,2025-02-03,Impression,Facebook,Tablet,Linear,0.47,True,0
ATTR00004191,USR00008642,CMP000043,2025-05-21,Click,TikTok,Tablet,First Touch,0.42,False,12.48
ATTR00004192,USR00005818,CMP000016,2024-11-18,View,Instagram,Tablet,Last Touch,0.58,False,0
ATTR00004193,USR00007632,CMP000064,2025-03-11,View,Twitter,Smart TV,First Touch,0.45,False,0
ATTR00004194,USR00001587,CMP000093,2024-07-12,Click,Google Ads,Gaming Console,First Touch,0.48,False,0
ATTR00004195,USR00009307,CMP000033,2025-03-19,Impression,Twitter,Tablet,Linear,0.62,True,0
ATTR00004196,USR00002135,CMP000017,2025-03-22,Click,Google Ads,Mobile,Linear,0.87,True,0
ATTR00004197,USR00004363,CMP000098,2025-02-06,View,TikTok,Tablet,First Touch,0.26,False,9.25
ATTR00004198,USR00000084,CMP000078,2025-05-25,View,LinkedIn,Tablet,Linear,0.62,False,0
ATTR00004199,USR00004455,CMP000066,2025-02-18,Impression,Facebook,Gaming Console,First Touch,0.47,True,0
ATTR00004200,USR00009765,CMP000085,2025-02-09,Impression,TikTok,Mobile,Last Touch,0.78,False,0
ATTR00004201,USR00001105,CMP000062,2024-08-12,Click,LinkedIn,Smart TV,Last Touch,0.79,False,0
ATTR00004202,USR00003458,CMP000025,2024-08-11,Click,Facebook,Gaming Console,First Touch,0.48,False,0
ATTR00004203,USR00009324,CMP000030,2024-09-04,Impression,Facebook,Web Browser,Linear,0.28,True,13.63
ATTR00004204,USR00003946,CMP000096,2024-10-14,View,Twitter,Smart TV,Time Decay,0.77,False,0
ATTR00004205,USR00007936,CMP000048,2025-02-28,View,Twitter,Mobile,First Touch,0.99,False,0
ATTR00004206,USR00003290,CMP000028,2025-06-19,Click,Programmatic,Streaming Device,First Touch,0.19,False,0
ATTR00004207,USR00003841,CMP000071,2025-05-12,View,LinkedIn,Web Browser,Last Touch,0.25,True,0
ATTR00004208,USR00007487,CMP000099,2025-03-04,Click,Twitter,Web Browser,Last Touch,0.2,False,0
ATTR00004209,USR00009643,CMP000006,2024-12-13,Impression,Twitter,Smart TV,Time Decay,0.53,True,0
ATTR00004210,USR00005180,CMP000037,2024-09-11,Impression,Facebook,Tablet,First Touch,0.93,False,0
ATTR00004211,USR00006127,CMP000014,2025-02-20,View,Facebook,Tablet,First Touch,0.21,False,16.12
ATTR00004212,USR00000177,CMP000064,2025-03-13,View,TikTok,Smart TV,Last Touch,0.51,False,0
ATTR00004213,USR00002358,CMP000016,2024-12-06,Click,LinkedIn,Streaming Device,Linear,0.2,False,0
ATTR00004214,USR00005186,CMP000061,2025-06-13,Impression,Programmatic,Web Browser,Time Decay,0.32,False,0
ATTR00004215,USR00006019,CMP000019,2024-09-24,View,Facebook,Tablet,First Touch,0.41,False,0
ATTR00004216,USR00001111,CMP000003,2024-09-28,Click,Facebook,Smart TV,Time Decay,0.91,True,12.42
ATTR00004217,USR00003758,CMP000036,2024-12-02,View,Google Ads,Gaming Console,First Touch,0.69,False,0
ATTR00004218,USR00003069,CMP000075,2025-02-02,Click,Twitter,Web Browser,Linear,0.51,False,0
ATTR00004219,USR00000053,CMP000099,2025-02-24,View,LinkedIn,Tablet,Last Touch,0.92,False,0
ATTR00004220,USR00001486,CMP000062,2024-07-27,View,LinkedIn,Smart TV,Linear,0.15,False,0
ATTR00004221,USR00004676,CMP000008,2024-08-12,Click,Twitter,Mobile,First Touch,0.64,False,0
ATTR00004222,USR00001220,CMP000007,2024-09-19,Click,Twitter,Web Browser,Last Touch,0.73,True,0
ATTR00004223,USR00002542,CMP000072,2024-08-26,View,LinkedIn,Web Browser,Linear,0.63,False,0
ATTR00004224,USR00006128,CMP000023,2025-06-02,Click,Google Ads,Tablet,First Touch,0.35,False,0
ATTR00004225,USR00005657,CMP000069,2024-07-22,Click,YouTube,Gaming Console,Time Decay,0.24,True,0
ATTR00004226,USR00006554,CMP000016,2024-11-12,View,Instagram,Mobile,Last Touch,0.94,False,0
ATTR00004227,USR00000190,CMP000041,2024-11-14,Impression,TikTok,Smart TV,Last Touch,0.58,False,0
ATTR00004228,USR00007453,CMP000033,2025-03-21,View,Facebook,Tablet,Last Touch,0.64,False,0
ATTR00004229,USR00005369,CMP000098,2025-02-26,View,YouTube,Mobile,Linear,0.2,False,0
ATTR00004230,USR00004989,CMP000062,2024-07-22,Impression,Google Ads,Tablet,Last Touch,0.71,False,0
ATTR00004231,USR00000404,CMP000047,2025-04-12,Click,TikTok,Smart TV,Time Decay,0.71,False,0
ATTR00004232,USR00003096,CMP000088,2025-01-24,Impression,YouTube,Tablet,Time Decay,0.24,False,0
ATTR00004233,USR00008839,CMP000073,2024-10-27,Click,Programmatic,Tablet,Last Touch,0.5,False,0
ATTR00004234,USR00009372,CMP000082,2025-06-03,Click,Facebook,Mobile,First Touch,0.65,True,0
ATTR00004235,USR00009809,CMP000084,2024-11-03,Click,Instagram,Smart TV,Last Touch,0.24,False,0
ATTR00004236,USR00000516,CMP000043,2025-05-15,View,Facebook,Smart TV,First Touch,0.85,False,0
ATTR00004237,USR00007868,CMP000079,2024-11-21,Impression,TikTok,Web Browser,Linear,0.83,False,0
ATTR00004238,USR00007960,CMP000084,2024-11-13,Click,Programmatic,Mobile,First Touch,0.7,False,0
ATTR00004239,USR00009555,CMP000010,2024-12-29,Click,YouTube,Mobile,Time Decay,0.2,False,0
ATTR00004240,USR00006263,CMP000033,2025-03-05,View,Google Ads,Smart TV,Time Decay,0.93,True,0
ATTR00004241,USR00005143,CMP000068,2025-05-24,Click,Twitter,Streaming Device,Time Decay,0.14,False,0
ATTR00004242,USR00006332,CMP000097,2024-09-03,Impression,Instagram,Mobile,Linear,0.22,False,15.35
ATTR00004243,USR00007141,CMP000048,2025-02-18,Impression,YouTube,Smart TV,Time Decay,0.39,True,0
ATTR00004244,USR00004464,CMP000029,2024-09-15,Impression,Google Ads,Web Browser,First Touch,0.99,False,17.65
ATTR00004245,USR00002186,CMP000045,2025-02-06,View,Twitter,Smart TV,Last Touch,0.26,False,0
ATTR00004246,USR00009334,CMP000058,2024-11-28,Click,Programmatic,Smart TV,Last Touch,0.37,False,20.8
ATTR00004247,USR00006038,CMP000004,2024-11-23,Click,Google Ads,Smart TV,Last Touch,0.87,False,11.64
ATTR00004248,USR00001595,CMP000013,2025-06-09,View,LinkedIn,Smart TV,Last Touch,0.65,False,0
ATTR00004249,USR00002256,CMP000085,2025-03-04,View,Twitter,Smart TV,Last Touch,0.68,False,12.98
ATTR00004250,USR00007679,CMP000044,2025-02-22,Click,YouTube,Streaming Device,First Touch,0.54,False,0
ATTR00004251,USR00000130,CMP000080,2025-01-27,Click,Programmatic,Smart TV,Linear,0.11,False,14.69
ATTR00004252,USR00006236,CMP000050,2024-10-27,Impression,TikTok,Web Browser,First Touch,0.97,False,0
ATTR00004253,USR00006959,CMP000080,2025-01-24,View,Google Ads,Smart TV,Time Decay,0.83,True,0
ATTR00004254,USR00001387,CMP000059,2025-02-12,Impression,LinkedIn,Smart TV,First Touch,0.74,False,0
ATTR00004255,USR00006515,CMP000079,2024-11-02,View,Google Ads,Smart TV,First Touch,0.44,True,0
ATTR00004256,USR00007252,CMP000081,2025-04-09,Click,Instagram,Smart TV,Linear,0.68,False,0
ATTR00004257,USR00009068,CMP000083,2025-01-21,View,Instagram,Smart TV,Time Decay,0.55,False,0
ATTR00004258,USR00002423,CMP000082,2025-06-09,Click,Instagram,Gaming Console,Linear,0.54,False,0
ATTR00004259,USR00007496,CMP000047,2025-04-29,Impression,Facebook,Mobile,Time Decay,0.42,False,0
ATTR00004260,USR00000570,CMP000029,2024-10-07,Click,TikTok,Gaming Console,Linear,0.59,False,21.69
ATTR00004261,USR00001634,CMP000045,2025-02-03,Impression,Facebook,Smart TV,Time Decay,0.39,False,17.12
ATTR00004262,USR00005464,CMP000056,2025-03-02,Click,LinkedIn,Web Browser,Last Touch,0.27,False,0
ATTR00004263,USR00006013,CMP000003,2024-10-02,Click,Twitter,Mobile,Time Decay,0.78,False,0
ATTR00004264,USR00000160,CMP000053,2024-12-07,Click,Twitter,Gaming Console,Time Decay,0.41,False,0
ATTR00004265,USR00000492,CMP000002,2024-09-04,Click,Instagram,Tablet,Last Touch,0.55,True,0
ATTR00004266,USR00000147,CMP000009,2025-02-22,View,Twitter,Smart TV,Time Decay,0.53,False,0
ATTR00004267,USR00000135,CMP000097,2024-08-30,Click,Instagram,Smart TV,Time Decay,0.52,False,0
ATTR00004268,USR00004618,CMP000013,2025-05-18,Click,Instagram,Smart TV,Time Decay,0.47,False,0
ATTR00004269,USR00007554,CMP000001,2024-07-11,View,YouTube,Smart TV,Linear,0.33,False,0
ATTR00004270,USR00001426,CMP000027,2025-03-05,View,Facebook,Smart TV,Last Touch,0.41,True,13.56
ATTR00004271,USR00000914,CMP000073,2024-10-29,View,Facebook,Smart TV,Time Decay,0.6,False,0
ATTR00004272,USR00002221,CMP000062,2024-08-03,View,TikTok,Smart TV,Time Decay,0.41,False,0
ATTR00004273,USR00004186,CMP000027,2025-02-27,Impression,LinkedIn,Smart TV,Time Decay,0.47,True,0
ATTR00004274,USR00000750,CMP000090,2025-01-18,Impression,Google Ads,Smart TV,Time Decay,0.94,False,0
ATTR00004275,USR00009450,CMP000033,2025-03-07,View,Programmatic,Web Browser,Time Decay,0.79,False,0
ATTR00004276,USR00007640,CMP000023,2025-05-24,View,Twitter,Smart TV,Time Decay,0.69,False,0
ATTR00004277,USR00003251,CMP000088,2025-01-08,Impression,TikTok,Tablet,Linear,0.51,False,0
ATTR00004278,USR00007267,CMP000056,2025-03-20,Impression,TikTok,Web Browser,Linear,0.39,False,0
ATTR00004279,USR00004851,CMP000025,2024-08-19,Impression,Google Ads,Streaming Device,Linear,0.97,False,0
ATTR00004280,USR00006891,CMP000062,2024-07-19,Impression,Programmatic,Smart TV,Last Touch,0.92,False,0
ATTR00004281,USR00002824,CMP000080,2025-01-30,View,Twitter,Smart TV,Time Decay,0.9,False,0
ATTR00004282,USR00004875,CMP000089,2024-11-20,Impression,YouTube,Mobile,Last Touch,0.76,False,0
ATTR00004283,USR00007051,CMP000056,2025-02-21,View,YouTube,Smart TV,Time Decay,0.28,False,0
ATTR00004284,USR00005554,CMP000022,2025-06-12,Impression,Programmatic,Mobile,Last Touch,0.22,False,0
ATTR00004285,USR00006865,CMP000085,2025-03-06,Click,Programmatic,Mobile,First Touch,0.22,False,0
ATTR00004286,USR00006691,CMP000087,2024-10-25,Impression,Facebook,Web Browser,Last Touch,0.79,False,0
ATTR00004287,USR00008783,CMP000054,2024-11-21,Impression,Google Ads,Mobile,Time Decay,0.66,True,0
ATTR00004288,USR00003193,CMP000096,2024-10-24,View,Programmatic,Mobile,First Touch,0.26,False,0
ATTR00004289,USR00000260,CMP000072,2024-09-04,Click,Facebook,Smart TV,Time Decay,0.25,True,0
ATTR00004290,USR00007565,CMP000073,2024-11-10,View,Google Ads,Mobile,Linear,0.73,True,0
ATTR00004291,USR00008182,CMP000074,2024-09-17,Click,TikTok,Streaming Device,First Touch,0.53,False,0
ATTR00004292,USR00009916,CMP000055,2025-01-24,View,Facebook,Smart TV,First Touch,0.86,True,0
ATTR00004293,USR00004763,CMP000068,2025-05-28,Click,LinkedIn,Mobile,Time Decay,0.39,False,0
ATTR00004294,USR00000053,CMP000026,2024-11-24,View,TikTok,Tablet,Linear,0.81,False,0
ATTR00004295,USR00001992,CMP000031,2024-10-26,Click,Programmatic,Mobile,Linear,0.99,True,0
ATTR00004296,USR00004948,CMP000025,2024-08-13,View,TikTok,Smart TV,Time Decay,0.11,False,0
ATTR00004297,USR00006947,CMP000005,2024-12-13,Impression,Twitter,Smart TV,First Touch,0.37,False,0
ATTR00004298,USR00004831,CMP000079,2024-11-15,Click,YouTube,Gaming Console,Last Touch,0.13,False,0
ATTR00004299,USR00009190,CMP000005,2024-12-15,View,Instagram,Tablet,Time Decay,0.94,False,10.81
ATTR00004300,USR00007750,CMP000004,2024-11-20,Click,Programmatic,Smart TV,Time Decay,0.86,False,0
ATTR00004301,USR00006809,CMP000047,2025-04-21,View,Twitter,Web Browser,First Touch,0.86,True,0
ATTR00004302,USR00004988,CMP000099,2025-03-10,View,Instagram,Mobile,Linear,0.36,False,0
ATTR00004303,USR00005925,CMP000090,2025-01-15,View,Twitter,Mobile,Time Decay,0.16,False,0
ATTR00004304,USR00009091,CMP000065,2025-02-19,View,Facebook,Mobile,Last Touch,0.6,False,0
ATTR00004305,USR00004433,CMP000094,2025-01-19,View,LinkedIn,Smart TV,Time Decay,0.9,False,9.41
ATTR00004306,USR00009496,CMP000018,2024-10-11,Click,LinkedIn,Tablet,Linear,0.82,False,0
ATTR00004307,USR00009218,CMP000007,2024-09-03,Impression,Facebook,Mobile,Linear,0.73,False,9.73
ATTR00004308,USR00002139,CMP000058,2024-11-20,View,TikTok,Tablet,Time Decay,0.21,False,0
ATTR00004309,USR00003231,CMP000034,2025-05-06,View,Programmatic,Web Browser,Linear,0.59,False,0
ATTR00004310,USR00002723,CMP000057,2025-02-27,View,Twitter,Mobile,Linear,0.38,True,0
ATTR00004311,USR00008251,CMP000012,2025-02-09,View,Facebook,Mobile,Time Decay,0.38,False,0
ATTR00004312,USR00004885,CMP000011,2024-08-09,Click,Facebook,Smart TV,Time Decay,0.27,False,0
ATTR00004313,USR00006826,CMP000087,2024-10-07,View,Twitter,Web Browser,Time Decay,0.94,True,0
ATTR00004314,USR00005597,CMP000087,2024-10-11,View,Facebook,Tablet,First Touch,0.3,False,0
ATTR00004315,USR00000010,CMP000050,2024-10-21,Impression,Twitter,Streaming Device,Last Touch,0.86,False,0
ATTR00004316,USR00001579,CMP000059,2025-02-12,View,Google Ads,Mobile,Last Touch,0.49,False,0
ATTR00004317,USR00002117,CMP000099,2025-03-06,View,Programmatic,Smart TV,Time Decay,0.78,False,0
ATTR00004318,USR00005729,CMP000004,2024-11-16,View,YouTube,Smart TV,Time Decay,0.72,False,0
ATTR00004319,USR00009234,CMP000071,2025-05-14,Click,Instagram,Smart TV,First Touch,0.55,False,0
ATTR00004320,USR00003927,CMP000042,2025-02-19,View,Programmatic,Mobile,First Touch,0.78,False,18.72
ATTR00004321,USR00006272,CMP000070,2025-04-11,Impression,Facebook,Mobile,Last Touch,0.35,False,0
ATTR00004322,USR00003140,CMP000093,2024-07-21,View,YouTube,Smart TV,Last Touch,0.67,False,22.25
ATTR00004323,USR00004357,CMP000017,2025-04-01,Click,TikTok,Smart TV,First Touch,0.16,False,0
ATTR00004324,USR00007481,CMP000082,2025-05-27,View,Twitter,Web Browser,Last Touch,0.9,False,0
ATTR00004325,USR00006922,CMP000025,2024-08-20,View,Google Ads,Mobile,First Touch,0.22,False,0
ATTR00004326,USR00008052,CMP000012,2025-02-11,View,Programmatic,Mobile,First Touch,0.58,True,0
ATTR00004327,USR00001850,CMP000037,2024-08-24,View,TikTok,Smart TV,Last Touch,0.13,False,0
ATTR00004328,USR00002886,CMP000068,2025-06-07,View,Facebook,Smart TV,Last Touch,0.44,True,0
ATTR00004329,USR00008637,CMP000078,2025-06-04,View,TikTok,Web Browser,Last Touch,0.41,False,0
ATTR00004330,USR00005244,CMP000038,2025-05-13,Impression,Programmatic,Mobile,Last Touch,0.16,False,9.02
ATTR00004331,USR00002546,CMP000087,2024-10-17,Click,Facebook,Mobile,Linear,0.48,False,0
ATTR00004332,USR00004095,CMP000065,2025-03-06,Impression,Google Ads,Gaming Console,Time Decay,0.67,False,0
ATTR00004333,USR00004021,CMP000034,2025-04-25,View,YouTube,Mobile,Linear,0.89,False,0
ATTR00004334,USR00007907,CMP000075,2025-02-09,Click,LinkedIn,Smart TV,Linear,0.56,False,0
ATTR00004335,USR00006148,CMP000078,2025-06-07,Impression,LinkedIn,Mobile,Linear,0.75,True,0
ATTR00004336,USR00003919,CMP000080,2025-02-02,Impression,Twitter,Tablet,Linear,0.33,False,13.47
ATTR00004337,USR00009120,CMP000025,2024-08-26,Impression,Instagram,Mobile,Time Decay,0.25,True,0
ATTR00004338,USR00000890,CMP000051,2024-09-14,Impression,TikTok,Mobile,First Touch,0.84,False,10.75
ATTR00004339,USR00005804,CMP000014,2025-02-25,View,Twitter,Tablet,First Touch,0.98,False,13.47
ATTR00004340,USR00006254,CMP000062,2024-08-15,Impression,Google Ads,Smart TV,Time Decay,0.67,False,0
ATTR00004341,USR00001081,CMP000061,2025-06-29,Impression,LinkedIn,Smart TV,First Touch,0.16,False,0
ATTR00004342,USR00002910,CMP000067,2024-12-24,Impression,Instagram,Mobile,Linear,0.14,False,0
ATTR00004343,USR00005193,CMP000053,2024-12-17,Impression,TikTok,Tablet,Linear,0.72,False,0
ATTR00004344,USR00007392,CMP000005,2024-12-12,View,Twitter,Tablet,First Touch,0.62,False,0
ATTR00004345,USR00009591,CMP000009,2025-02-21,View,YouTube,Gaming Console,First Touch,0.26,False,0
ATTR00004346,USR00004332,CMP000082,2025-05-22,View,Google Ads,Streaming Device,Last Touch,0.21,False,0
ATTR00004347,USR00001053,CMP000014,2025-03-03,Click,LinkedIn,Web Browser,First Touch,0.79,False,0
ATTR00004348,USR00009240,CMP000072,2024-09-17,View,Programmatic,Mobile,Time Decay,0.83,False,0
ATTR00004349,USR00002457,CMP000053,2024-12-19,Click,Instagram,Mobile,Time Decay,0.52,True,19.67
ATTR00004350,USR00006554,CMP000054,2024-11-12,View,Programmatic,Mobile,Linear,0.49,True,0
ATTR00004351,USR00002226,CMP000047,2025-05-07,Impression,Instagram,Web Browser,First Touch,0.1,True,0
ATTR00004352,USR00001635,CMP000059,2025-02-17,View,Twitter,Smart TV,Time Decay,0.86,True,17.44
ATTR00004353,USR00007866,CMP000055,2025-01-30,Impression,Facebook,Mobile,First Touch,0.6,True,0
ATTR00004354,USR00002798,CMP000034,2025-05-01,View,Instagram,Web Browser,First Touch,0.83,False,0
ATTR00004355,USR00009753,CMP000092,2024-11-22,Impression,Twitter,Tablet,First Touch,0.9,False,0
ATTR00004356,USR00007664,CMP000053,2024-12-14,Click,Google Ads,Streaming Device,Linear,0.73,False,0
ATTR00004357,USR00009718,CMP000025,2024-08-18,Click,YouTube,Web Browser,Linear,0.77,False,0
ATTR00004358,USR00000295,CMP000057,2025-02-27,View,YouTube,Streaming Device,First Touch,0.15,False,14.42
ATTR00004359,USR00003044,CMP000025,2024-08-01,Impression,Google Ads,Smart TV,Time Decay,0.58,False,0
ATTR00004360,USR00009184,CMP000069,2024-07-17,Click,Programmatic,Tablet,Time Decay,0.49,False,0
ATTR00004361,USR00002511,CMP000005,2025-01-06,Impression,TikTok,Gaming Console,Time Decay,0.17,False,0
ATTR00004362,USR00006791,CMP000066,2025-02-23,View,TikTok,Tablet,First Touch,0.7,False,17.08
ATTR00004363,USR00002043,CMP000032,2025-05-05,View,TikTok,Streaming Device,Last Touch,0.74,False,0
ATTR00004364,USR00003836,CMP000089,2024-12-07,Click,Google Ads,Smart TV,Time Decay,0.48,True,13.29
ATTR00004365,USR00002356,CMP000030,2024-08-14,View,YouTube,Mobile,Last Touch,0.37,False,0
ATTR00004366,USR00000230,CMP000080,2025-02-05,Impression,Instagram,Web Browser,Linear,0.82,False,0
