performance_id,campaign_id,date,platform,impressions,clicks,click_through_rate,views,view_rate,spend,cost_per_click,cost_per_thousand_impressions,conversions,conversion_rate,signups,subscriptions,revenue_generated
PERF0000008567,CMP000087,2024-10-20,Facebook,360740,8483,2.35,0,0,18723.92,2.21,51.9,441,5.2,441,307,4078.59
PERF0000008568,CMP000067,2024-12-24,Instagram,938301,29576,3.15,602406,64.2,34270.18,1.16,36.52,2927,9.9,801,402,7533.64
PERF0000008569,CMP000013,2025-06-15,Instagram,18458,143,0.77,0,0,548.93,3.84,29.74,3,2.1,0,0,0.0
PERF0000008570,CMP000048,2025-03-14,LinkedIn,173935,3615,2.08,0,0,3063.54,0.85,17.61,64,1.77,18,15,250.6
PERF0000008571,CMP000003,2024-09-17,Instagram,267419,2089,0.78,0,0,1558.8,0.75,5.83,203,9.72,59,34,315.78
PERF0000008572,CMP000032,2025-05-03,LinkedIn,168486,4219,2.5,0,0,4441.71,1.05,26.36,231,5.48,60,33,334.84
PERF0000008573,CMP000073,2024-10-22,Google Ads,422588,7050,1.67,0,0,31930.2,4.53,75.56,245,3.48,29,19,348.89
PERF0000008574,CMP000045,2025-01-29,Google Ads,73572,592,0.8,0,0,416.77,0.7,5.66,35,5.91,5,2,35.73
PERF0000008575,CMP000089,2024-11-11,TikTok,108270,1916,1.77,0,0,2231.67,1.16,20.61,126,6.58,18,15,299.33
PERF0000008576,CMP000100,2024-09-18,TikTok,454902,3299,0.73,0,0,11284.26,3.42,24.81,67,2.03,17,13,142.86
PERF0000008577,CMP000035,2025-02-06,YouTube,125852,3137,2.49,0,0,8134.24,2.59,64.63,153,4.88,17,11,129.4
PERF0000008578,CMP000015,2025-01-21,Twitter,630872,29430,4.66,393553,62.38,120676.55,4.1,191.29,1955,6.64,547,471,8740.0
PERF0000008579,CMP000095,2024-09-13,Programmatic,293409,1909,0.65,0,0,5648.87,2.96,19.25,77,4.03,12,7,88.58
PERF0000008580,CMP000096,2024-10-18,LinkedIn,101428,1453,1.43,0,0,1453.63,1.0,14.33,70,4.82,7,3,35.79
PERF0000008581,CMP000030,2024-08-29,YouTube,966570,11743,1.21,419156,43.37,43570.16,3.71,45.08,850,7.24,249,152,2797.72
PERF0000008582,CMP000079,2024-11-30,LinkedIn,15806,368,2.33,0,0,1351.98,3.67,85.54,19,5.16,5,4,83.85
PERF0000008583,CMP000034,2025-04-29,Twitter,415364,4351,1.05,0,0,3800.83,0.87,9.15,292,6.71,84,58,1256.27
PERF0000008584,CMP000023,2025-05-07,Programmatic,354639,6334,1.79,0,0,21838.39,3.45,61.58,530,8.37,129,92,1411.75
PERF0000008585,CMP000020,2025-06-25,LinkedIn,183393,958,0.52,0,0,4180.1,4.36,22.79,27,2.82,27,16,352.77
PERF0000008586,CMP000048,2025-03-17,TikTok,274017,8123,2.96,0,0,39014.13,4.8,142.38,399,4.91,52,30,427.61
PERF0000008587,CMP000015,2025-02-04,YouTube,164202,6756,4.11,97566,59.42,9379.24,1.39,57.12,157,2.32,26,18,208.71
PERF0000008588,CMP000028,2025-06-27,YouTube,496748,3795,0.76,0,0,12101.8,3.19,24.36,368,9.7,87,76,1063.18
PERF0000008589,CMP000012,2025-02-01,Twitter,27023,577,2.14,0,0,2789.29,4.83,103.22,35,6.07,9,5,110.98
PERF0000008590,CMP000007,2024-09-24,Facebook,297552,6652,2.24,0,0,16620.52,2.5,55.86,598,8.99,131,82,784.97
PERF0000008591,CMP000007,2024-09-08,Facebook,58157,1372,2.36,0,0,2052.18,1.5,35.29,123,8.97,17,8,116.2
PERF0000008592,CMP000025,2024-08-03,Programmatic,299309,9737,3.25,149743,50.03,8004.4,0.82,26.74,245,2.52,53,26,281.9
PERF0000008593,CMP000093,2024-07-20,Google Ads,490101,8211,1.68,0,0,13310.51,1.62,27.16,294,3.58,46,37,646.33
PERF0000008594,CMP000078,2025-05-23,Facebook,30116,268,0.89,0,0,229.65,0.86,7.63,21,7.84,3,2,35.83
PERF0000008595,CMP000094,2025-02-06,Google Ads,293743,6087,2.07,147358,50.17,3192.24,0.52,10.87,600,9.86,166,141,3067.95
PERF0000008596,CMP000076,2025-02-09,YouTube,178195,3649,2.05,0,0,13615.52,3.73,76.41,88,2.41,88,32,677.93
PERF0000008597,CMP000086,2024-08-13,Google Ads,838376,18738,2.24,669865,79.9,72900.57,3.89,86.95,1013,5.41,1013,650,8830.0
PERF0000008598,CMP000099,2025-02-10,Facebook,160871,4519,2.81,0,0,7912.38,1.75,49.18,46,1.02,46,15,148.93
PERF0000008599,CMP000055,2025-02-01,Google Ads,418556,5704,1.36,0,0,5550.8,0.97,13.26,409,7.17,45,28,622.16
PERF0000008600,CMP000026,2024-11-21,TikTok,362718,9804,2.7,0,0,37743.46,3.85,104.06,474,4.83,110,95,1491.06
PERF0000008601,CMP000048,2025-03-07,TikTok,323327,2391,0.74,0,0,8033.05,3.36,24.84,62,2.59,16,9,119.38
PERF0000008602,CMP000011,2024-08-03,Twitter,907703,31596,3.48,324260,35.72,103306.83,3.27,113.81,2680,8.48,440,358,4914.03
PERF0000008603,CMP000094,2025-01-30,YouTube,871257,30264,3.47,501616,57.57,92480.62,3.06,106.15,2069,6.84,241,161,3635.98
PERF0000008604,CMP000061,2025-07-01,Instagram,161275,1534,0.95,0,0,1661.15,1.08,10.3,86,5.61,86,28,575.43
PERF0000008605,CMP000003,2024-10-01,Facebook,225200,4118,1.83,0,0,17324.9,4.21,76.93,396,9.62,51,41,882.15
PERF0000008606,CMP000015,2025-01-20,TikTok,407252,19161,4.7,321229,78.88,27633.19,1.44,67.85,247,1.29,71,57,557.66
PERF0000008607,CMP000046,2025-06-12,Google Ads,447021,3385,0.76,0,0,5424.06,1.6,12.13,234,6.91,24,19,392.63
PERF0000008608,CMP000051,2024-09-10,Facebook,356803,6347,1.78,0,0,11007.63,1.73,30.85,593,9.34,60,53,581.36
PERF0000008609,CMP000069,2024-07-22,Instagram,275706,4621,1.68,86299,31.3,14898.49,3.22,54.04,156,3.38,16,11,238.61
PERF0000008610,CMP000017,2025-04-10,Programmatic,644966,24285,3.77,346293,53.69,44512.1,1.83,69.01,1140,4.69,278,218,4922.16
PERF0000008611,CMP000026,2024-11-15,Twitter,222864,5710,2.56,0,0,5038.82,0.88,22.61,146,2.56,28,14,297.74
PERF0000008612,CMP000089,2024-11-20,Google Ads,377066,5019,1.33,0,0,4791.65,0.95,12.71,466,9.28,118,94,1461.4
PERF0000008613,CMP000020,2025-06-20,Facebook,217195,1757,0.81,0,0,6905.34,3.93,31.79,138,7.85,138,73,1606.54
PERF0000008614,CMP000036,2024-12-08,LinkedIn,50736,838,1.65,0,0,1582.75,1.89,31.2,27,3.22,5,3,48.12
PERF0000008615,CMP000008,2024-08-26,Twitter,386539,8773,2.27,0,0,10285.65,1.17,26.61,134,1.53,22,11,219.78
PERF0000008616,CMP000100,2024-09-17,LinkedIn,149192,2731,1.83,0,0,3847.93,1.41,25.79,244,8.93,57,39,841.23
PERF0000008617,CMP000027,2025-03-03,Google Ads,106007,1819,1.72,0,0,2466.82,1.36,23.27,36,1.98,10,6,96.41
PERF0000008618,CMP000092,2024-11-23,LinkedIn,245361,2775,1.13,0,0,2677.88,0.97,10.91,243,8.76,31,24,276.33
PERF0000008619,CMP000020,2025-06-12,LinkedIn,243329,2571,1.06,0,0,4718.9,1.84,19.39,140,5.45,140,90,1622.07
PERF0000008620,CMP000062,2024-08-12,TikTok,370334,9688,2.62,0,0,47278.61,4.88,127.66,467,4.82,139,95,1826.18
PERF0000008621,CMP000095,2024-08-27,Google Ads,444740,12934,2.91,0,0,60386.07,4.67,135.78,514,3.97,126,81,1851.54
PERF0000008622,CMP000048,2025-03-04,LinkedIn,67949,1465,2.16,0,0,5712.97,3.9,84.08,88,6.01,12,7,131.45
PERF0000008623,CMP000022,2025-06-03,Programmatic,281158,4939,1.76,0,0,24538.79,4.97,87.28,491,9.94,73,46,561.7
PERF0000008624,CMP000036,2024-12-13,Instagram,83571,667,0.8,0,0,3039.0,4.56,36.36,16,2.4,3,2,31.8
PERF0000008625,CMP000075,2025-02-23,Programmatic,119566,1088,0.91,0,0,3325.11,3.06,27.81,65,5.97,14,9,157.83
PERF0000008626,CMP000091,2024-12-02,TikTok,264129,3676,1.39,0,0,8012.02,2.18,30.33,204,5.55,45,27,332.96
PERF0000008627,CMP000095,2024-08-31,Google Ads,408433,11058,2.71,0,0,10484.06,0.95,25.67,365,3.3,37,22,220.48
PERF0000008628,CMP000059,2025-02-05,Google Ads,371613,2866,0.77,0,0,2392.11,0.83,6.44,224,7.82,59,43,727.53
PERF0000008629,CMP000094,2025-01-26,Google Ads,401127,8019,2.0,306791,76.48,17909.28,2.23,44.65,746,9.3,138,69,1408.62
PERF0000008630,CMP000072,2024-08-25,LinkedIn,124509,2008,1.61,0,0,9538.76,4.75,76.61,23,1.15,4,3,40.63
PERF0000008631,CMP000056,2025-02-28,LinkedIn,196328,4903,2.5,0,0,20370.42,4.15,103.76,78,1.59,21,17,221.5
PERF0000008632,CMP000079,2024-11-10,LinkedIn,381155,5654,1.48,0,0,27272.56,4.82,71.55,271,4.79,38,32,694.69
PERF0000008633,CMP000073,2024-11-04,Programmatic,364850,7288,2.0,0,0,3777.69,0.52,10.35,362,4.97,36,18,261.93
PERF0000008634,CMP000054,2024-11-04,Twitter,724715,11996,1.66,471019,64.99,28158.89,2.35,38.86,229,1.91,65,36,474.94
PERF0000008635,CMP000015,2025-01-24,Google Ads,356433,5858,1.64,177306,49.74,21639.09,3.69,60.71,561,9.58,165,147,2597.03
PERF0000008636,CMP000011,2024-08-18,Programmatic,784423,38914,4.96,240764,30.69,95163.93,2.45,121.32,1189,3.06,189,133,1394.42
PERF0000008637,CMP000084,2024-10-30,Instagram,417467,9519,2.28,0,0,41139.57,4.32,98.55,322,3.38,34,25,334.75
PERF0000008638,CMP000069,2024-07-18,LinkedIn,523283,24113,4.61,293836,56.15,37228.97,1.54,71.15,1736,7.2,486,243,5535.51
PERF0000008639,CMP000079,2024-11-26,YouTube,172475,2620,1.52,0,0,12568.02,4.8,72.87,69,2.63,13,7,69.76
PERF0000008640,CMP000075,2025-02-09,Instagram,269428,4753,1.76,0,0,19802.74,4.17,73.5,359,7.55,60,33,513.01
PERF0000008641,CMP000070,2025-05-05,Programmatic,374585,17700,4.73,146244,39.04,30034.0,1.7,80.18,874,4.94,874,470,7494.96
PERF0000008642,CMP000091,2024-12-20,Programmatic,389851,5233,1.34,0,0,10537.21,2.01,27.03,113,2.16,32,17,348.75
PERF0000008643,CMP000016,2024-11-23,TikTok,755600,25850,3.42,490311,64.89,79090.98,3.06,104.67,2404,9.3,2404,1542,22023.23
PERF0000008644,CMP000100,2024-09-01,TikTok,347322,10264,2.96,0,0,42819.07,4.17,123.28,980,9.55,106,82,1732.16
PERF0000008645,CMP000047,2025-05-04,TikTok,600209,20598,3.43,262754,43.78,68886.11,3.34,114.77,1511,7.34,381,298,3148.99
PERF0000008646,CMP000002,2024-08-29,Google Ads,294604,6005,2.04,0,0,17438.89,2.9,59.19,310,5.16,70,45,834.9
PERF0000008647,CMP000045,2025-02-05,TikTok,240730,1788,0.74,0,0,4864.67,2.72,20.21,113,6.32,30,24,344.25
PERF0000008648,CMP000076,2025-02-15,Facebook,345530,6305,1.82,0,0,24895.91,3.95,72.05,470,7.45,470,176,2242.16
PERF0000008649,CMP000095,2024-08-22,Facebook,411267,12290,2.99,0,0,47706.87,3.88,116.0,815,6.63,216,161,2564.33
PERF0000008650,CMP000064,2025-03-16,Facebook,159458,3051,1.91,0,0,12470.27,4.09,78.2,145,4.75,23,12,133.63
PERF0000008651,CMP000052,2025-01-11,TikTok,388358,2868,0.74,0,0,11670.75,4.07,30.05,267,9.31,39,20,438.38
PERF0000008652,CMP000067,2024-12-24,Google Ads,886029,18413,2.08,677024,76.41,53254.49,2.89,60.1,416,2.26,69,45,669.53
PERF0000008653,CMP000024,2025-04-27,Instagram,402564,11834,2.94,0,0,8535.05,0.72,21.2,672,5.68,141,108,2077.57
PERF0000008654,CMP000097,2024-08-26,Programmatic,339820,8167,2.4,0,0,36541.72,4.47,107.53,109,1.33,109,46,935.34
PERF0000008655,CMP000006,2024-12-07,Programmatic,22656,257,1.13,0,0,464.95,1.81,20.52,4,1.56,0,0,0.0
PERF0000008656,CMP000003,2024-10-12,Instagram,256271,5742,2.24,0,0,12244.23,2.13,47.78,332,5.78,72,61,1299.22
PERF0000008657,CMP000019,2024-09-24,Google Ads,192678,1186,0.62,0,0,5731.84,4.83,29.75,94,7.93,20,15,275.55
PERF0000008658,CMP000050,2024-10-29,LinkedIn,395216,1995,0.5,0,0,8943.97,4.48,22.63,80,4.01,20,16,202.89
PERF0000008659,CMP000088,2024-12-30,Instagram,115853,1193,1.03,0,0,2944.02,2.47,25.41,56,4.69,14,10,116.85
PERF0000008660,CMP000039,2025-05-18,Instagram,311629,6828,2.19,0,0,21216.58,3.11,68.08,475,6.96,475,172,1795.99
PERF0000008661,CMP000043,2025-04-30,Twitter,305708,8174,2.67,0,0,6991.92,0.86,22.87,670,8.2,150,131,2138.21
PERF0000008662,CMP000035,2025-02-18,Facebook,298478,5304,1.78,0,0,12966.5,2.44,43.44,341,6.43,79,59,542.3
PERF0000008663,CMP000087,2024-10-25,TikTok,49162,1109,2.26,0,0,2406.24,2.17,48.95,41,3.7,41,14,209.21
PERF0000008664,CMP000028,2025-05-31,YouTube,163600,2206,1.35,0,0,7983.61,3.62,48.8,78,3.54,7,5,109.93
PERF0000008665,CMP000025,2024-07-28,TikTok,268881,9570,3.56,139220,51.78,22484.96,2.35,83.62,707,7.39,140,107,1460.37
PERF0000008666,CMP000088,2025-01-09,Facebook,421104,12128,2.88,0,0,37231.18,3.07,88.41,249,2.05,62,52,957.45
PERF0000008667,CMP000006,2024-12-03,Twitter,257092,5741,2.23,0,0,15046.68,2.62,58.53,172,3.0,42,21,234.26
PERF0000008668,CMP000084,2024-11-15,Programmatic,283434,3685,1.3,0,0,10020.97,2.72,35.36,81,2.2,12,10,207.49
PERF0000008669,CMP000073,2024-10-27,YouTube,463929,6622,1.43,0,0,24486.35,3.7,52.78,363,5.48,70,59,988.05
PERF0000008670,CMP000017,2025-03-20,Facebook,990374,19722,1.99,777077,78.46,49246.45,2.5,49.73,608,3.08,148,86,1842.89
PERF0000008671,CMP000083,2025-02-13,Google Ads,16140,99,0.61,0,0,96.23,0.97,5.96,3,3.03,3,1,13.18
PERF0000008672,CMP000001,2024-07-26,Programmatic,137486,2821,2.05,0,0,1798.42,0.64,13.08,79,2.8,14,7,107.88
PERF0000008673,CMP000058,2024-11-16,LinkedIn,356278,4156,1.17,0,0,20135.36,4.84,56.52,64,1.54,8,5,69.33
PERF0000008674,CMP000023,2025-05-27,Google Ads,332461,3920,1.18,0,0,10951.99,2.79,32.94,139,3.55,31,16,307.22
PERF0000008675,CMP000008,2024-08-15,Instagram,423998,4425,1.04,0,0,12204.72,2.76,28.78,348,7.86,48,33,354.62
PERF0000008676,CMP000014,2025-02-16,YouTube,336341,9421,2.8,0,0,7680.51,0.82,22.84,918,9.74,154,82,1289.95
PERF0000008677,CMP000084,2024-11-06,Google Ads,330680,6962,2.11,0,0,8667.75,1.25,26.21,691,9.93,71,49,1006.64
PERF0000008678,CMP000069,2024-07-18,Instagram,66046,2685,4.07,49865,75.5,2852.81,1.06,43.19,210,7.82,51,28,267.59
PERF0000008679,CMP000054,2024-11-30,YouTube,196376,2466,1.26,145257,73.97,4069.56,1.65,20.72,167,6.77,25,22,391.38
PERF0000008680,CMP000081,2025-03-27,LinkedIn,937483,17455,1.86,426349,45.48,83463.18,4.78,89.03,1511,8.66,452,227,4399.95
PERF0000008681,CMP000011,2024-08-20,Facebook,391055,5801,1.48,255353,65.3,18139.75,3.13,46.39,221,3.81,49,39,642.88
PERF0000008682,CMP000089,2024-11-14,Instagram,155879,4020,2.58,0,0,6541.57,1.63,41.97,229,5.7,53,27,619.46
PERF0000008683,CMP000069,2024-08-03,Google Ads,533724,6478,1.21,284045,53.22,10082.96,1.56,18.89,401,6.19,115,85,1868.51
PERF0000008684,CMP000023,2025-05-09,Instagram,68362,1427,2.09,0,0,6924.27,4.85,101.29,32,2.24,8,5,55.46
PERF0000008685,CMP000035,2025-02-22,TikTok,464338,3739,0.81,0,0,13816.87,3.7,29.76,364,9.74,77,42,884.96
PERF0000008686,CMP000043,2025-05-10,Facebook,235244,3840,1.63,0,0,3523.94,0.92,14.98,161,4.19,28,15,343.53
PERF0000008687,CMP000090,2025-01-14,YouTube,73398,411,0.56,0,0,936.29,2.28,12.76,36,8.76,10,5,65.3
PERF0000008688,CMP000091,2024-12-25,Programmatic,24783,639,2.58,0,0,1620.45,2.54,65.39,54,8.45,11,6,77.28
PERF0000008689,CMP000061,2025-06-22,LinkedIn,353372,5885,1.67,0,0,28252.25,4.8,79.95,417,7.09,417,144,1863.91
PERF0000008690,CMP000090,2025-01-05,Facebook,378596,7665,2.02,0,0,9774.37,1.28,25.82,493,6.43,69,39,474.82
PERF0000008691,CMP000039,2025-05-27,Programmatic,413539,8952,2.16,0,0,5926.51,0.66,14.33,724,8.09,724,231,2174.4
PERF0000008692,CMP000099,2025-02-22,Programmatic,65326,916,1.4,0,0,2005.98,2.19,30.71,42,4.59,42,19,356.18
PERF0000008693,CMP000056,2025-03-08,Google Ads,420922,2769,0.66,0,0,8596.48,3.1,20.42,240,8.67,53,46,730.32
PERF0000008694,CMP000027,2025-02-15,Instagram,329735,2039,0.62,0,0,3562.33,1.75,10.8,22,1.08,3,1,19.33
PERF0000008695,CMP000082,2025-06-01,YouTube,35724,498,1.39,0,0,589.7,1.18,16.51,20,4.02,4,2,41.92
PERF0000008696,CMP000027,2025-02-22,Google Ads,309138,7564,2.45,0,0,36136.03,4.78,116.89,287,3.79,66,47,587.58
PERF0000008697,CMP000044,2025-03-11,YouTube,53958,1559,2.89,0,0,6130.55,3.93,113.62,16,1.03,16,8,157.06
PERF0000008698,CMP000085,2025-03-04,Google Ads,332288,2562,0.77,0,0,3634.85,1.42,10.94,230,8.98,45,25,361.5
PERF0000008699,CMP000018,2024-10-25,Instagram,269927,4432,1.64,0,0,3305.44,0.75,12.25,162,3.66,23,18,364.9
PERF0000008700,CMP000088,2024-12-29,Instagram,437890,11253,2.57,0,0,51326.46,4.56,117.21,488,4.34,114,80,788.28
PERF0000008701,CMP000092,2024-11-03,Programmatic,217048,4469,2.06,0,0,16191.67,3.62,74.6,195,4.36,42,31,485.54
PERF0000008702,CMP000045,2025-01-11,Google Ads,285931,5704,1.99,0,0,14079.51,2.47,49.24,101,1.77,13,10,166.68
PERF0000008703,CMP000088,2025-01-05,Facebook,493491,9057,1.84,0,0,27534.19,3.04,55.79,623,6.88,91,75,968.59
PERF0000008704,CMP000026,2024-11-18,Twitter,93201,949,1.02,0,0,4230.18,4.46,45.39,72,7.59,9,5,105.81
PERF0000008705,CMP000010,2025-01-01,Facebook,35411,1037,2.93,0,0,2238.25,2.16,63.21,65,6.27,12,8,151.86
PERF0000008706,CMP000024,2025-04-04,YouTube,418540,4980,1.19,0,0,8000.72,1.61,19.12,186,3.73,33,28,450.95
PERF0000008707,CMP000094,2025-02-02,YouTube,404119,9173,2.27,245549,60.76,21609.73,2.36,53.47,683,7.45,117,93,2097.38
PERF0000008708,CMP000029,2024-09-23,LinkedIn,205296,1654,0.81,0,0,4495.58,2.72,21.9,102,6.17,22,18,227.55
PERF0000008709,CMP000062,2024-08-16,LinkedIn,349429,7215,2.06,0,0,25184.17,3.49,72.07,375,5.2,37,25,566.35
PERF0000008710,CMP000034,2025-05-13,Facebook,95181,481,0.51,0,0,652.29,1.36,6.85,20,4.16,4,2,23.42
PERF0000008711,CMP000004,2024-11-05,Facebook,221057,5355,2.42,0,0,19996.51,3.73,90.46,283,5.28,60,53,588.19
PERF0000008712,CMP000091,2024-12-08,LinkedIn,371850,6161,1.66,0,0,28756.65,4.67,77.33,324,5.26,68,39,607.86
PERF0000008713,CMP000063,2024-11-08,YouTube,462344,13548,2.93,0,0,54492.28,4.02,117.86,1107,8.17,250,173,3167.24
PERF0000008714,CMP000012,2025-01-21,YouTube,81430,1286,1.58,0,0,874.51,0.68,10.74,75,5.83,21,12,178.5
PERF0000008715,CMP000064,2025-03-17,Instagram,257588,6235,2.42,0,0,7627.23,1.22,29.61,365,5.85,65,33,343.6
PERF0000008716,CMP000015,2025-02-16,Instagram,725681,15969,2.2,575497,79.3,37030.04,2.32,51.03,568,3.56,87,65,1147.23
PERF0000008717,CMP000053,2024-12-30,Instagram,139185,2593,1.86,0,0,4107.18,1.58,29.51,71,2.74,8,7,88.46
PERF0000008718,CMP000070,2025-05-01,TikTok,725926,21914,3.02,479440,66.05,22077.63,1.01,30.41,501,2.29,501,152,1810.36
PERF0000008719,CMP000039,2025-05-18,Twitter,166967,3664,2.19,0,0,17852.3,4.87,106.92,209,5.7,209,129,1313.67
PERF0000008720,CMP000061,2025-06-11,Programmatic,133721,2388,1.79,0,0,9111.13,3.82,68.14,192,8.04,192,105,1661.47
PERF0000008721,CMP000066,2025-03-10,YouTube,480138,5816,1.21,0,0,19025.37,3.27,39.62,335,5.76,335,151,1979.26
PERF0000008722,CMP000020,2025-06-12,Twitter,134146,4010,2.99,0,0,15144.33,3.78,112.89,154,3.84,154,90,1889.73
PERF0000008723,CMP000048,2025-02-28,LinkedIn,7831,205,2.62,0,0,1013.49,4.94,129.42,15,7.32,2,1,17.11
PERF0000008724,CMP000018,2024-10-16,Facebook,224970,6210,2.76,0,0,19436.25,3.13,86.39,546,8.79,131,108,1008.61
PERF0000008725,CMP000070,2025-05-09,YouTube,117827,4562,3.87,72591,61.61,14481.96,3.17,122.91,419,9.18,419,183,2256.77
PERF0000008726,CMP000011,2024-08-01,Twitter,655076,7510,1.15,440879,67.3,32855.41,4.37,50.16,389,5.18,66,41,862.64
PERF0000008727,CMP000091,2024-12-17,LinkedIn,100333,785,0.78,0,0,2120.23,2.7,21.13,67,8.54,7,4,87.76
PERF0000008728,CMP000065,2025-02-17,YouTube,391756,3670,0.94,0,0,11507.44,3.14,29.37,62,1.69,16,13,258.44
PERF0000008729,CMP000089,2024-11-16,Programmatic,322616,6003,1.86,0,0,11210.49,1.87,34.75,258,4.3,75,41,503.02
PERF0000008730,CMP000098,2025-02-10,LinkedIn,190937,4338,2.27,0,0,12882.44,2.97,67.47,424,9.77,105,87,1492.88
PERF0000008731,CMP000023,2025-05-25,Google Ads,292083,4060,1.39,0,0,16535.71,4.07,56.61,138,3.4,39,31,672.76
PERF0000008732,CMP000002,2024-09-25,YouTube,333381,2454,0.74,0,0,9984.8,4.07,29.95,207,8.44,40,31,381.63
PERF0000008733,CMP000045,2025-01-27,Twitter,243108,6816,2.8,0,0,29274.33,4.29,120.42,112,1.64,30,23,263.68
PERF0000008734,CMP000045,2025-02-03,YouTube,264175,4088,1.55,0,0,12830.92,3.14,48.57,230,5.63,47,40,667.53
PERF0000008735,CMP000087,2024-10-15,Facebook,445443,2917,0.65,0,0,5042.69,1.73,11.32,63,2.16,63,35,359.67
PERF0000008736,CMP000083,2025-01-21,Facebook,396746,8197,2.07,0,0,19550.46,2.39,49.28,245,2.99,245,83,1606.68
PERF0000008737,CMP000081,2025-04-03,Programmatic,374934,14261,3.8,205759,54.88,31616.43,2.22,84.33,499,3.5,111,84,927.01
PERF0000008738,CMP000074,2024-10-04,YouTube,103618,603,0.58,0,0,2803.78,4.65,27.06,50,8.29,50,18,209.96
PERF0000008739,CMP000071,2025-05-27,YouTube,103439,4233,4.09,33058,31.96,13051.4,3.08,126.17,395,9.33,82,54,711.07
PERF0000008740,CMP000005,2024-12-23,YouTube,930420,26461,2.84,315128,33.87,92156.81,3.48,99.05,1293,4.89,1293,782,17958.95
PERF0000008741,CMP000092,2024-10-27,Twitter,322550,3011,0.93,0,0,9124.87,3.03,28.29,79,2.62,17,10,112.57
PERF0000008742,CMP000049,2025-01-31,Programmatic,54919,848,1.54,0,0,2734.78,3.22,49.8,43,5.07,7,5,102.0
PERF0000008743,CMP000032,2025-05-08,Google Ads,274768,2117,0.77,0,0,7500.16,3.54,27.3,34,1.61,4,2,19.11
PERF0000008744,CMP000096,2024-10-06,Facebook,61448,1621,2.64,0,0,2660.37,1.64,43.29,53,3.27,7,5,89.77
PERF0000008745,CMP000018,2024-10-14,TikTok,40529,1154,2.85,0,0,4402.04,3.81,108.61,24,2.08,6,5,102.67
PERF0000008746,CMP000049,2025-01-18,Google Ads,236282,2334,0.99,0,0,6509.48,2.79,27.55,93,3.98,15,10,206.63
PERF0000008747,CMP000073,2024-10-19,Facebook,414663,3859,0.93,0,0,12465.42,3.23,30.06,263,6.82,63,31,603.48
PERF0000008748,CMP000010,2024-12-07,Programmatic,76962,2230,2.9,0,0,4184.15,1.88,54.37,44,1.97,12,10,207.63
PERF0000008749,CMP000046,2025-05-29,Instagram,271758,5139,1.89,0,0,18150.86,3.53,66.79,142,2.76,29,19,263.78
PERF0000008750,CMP000079,2024-11-17,Twitter,221721,2109,0.95,0,0,5499.2,2.61,24.8,104,4.93,30,22,368.12
PERF0000008751,CMP000026,2024-11-15,Facebook,339681,7949,2.34,0,0,22829.92,2.87,67.21,355,4.47,98,57,866.63
PERF0000008752,CMP000049,2025-01-22,LinkedIn,363534,6602,1.82,0,0,16719.16,2.53,45.99,578,8.75,64,40,809.68
PERF0000008753,CMP000100,2024-09-03,Twitter,436325,12680,2.91,0,0,9993.29,0.79,22.9,205,1.62,59,42,801.83
PERF0000008754,CMP000057,2025-03-03,YouTube,367268,9195,2.5,0,0,41645.0,4.53,113.39,372,4.05,51,31,321.98
PERF0000008755,CMP000018,2024-10-08,Instagram,120227,2693,2.24,0,0,6710.08,2.49,55.81,63,2.34,7,3,68.61
PERF0000008756,CMP000033,2025-03-20,Instagram,331137,7291,2.2,0,0,33405.95,4.58,100.88,152,2.08,152,105,2344.0
PERF0000008757,CMP000031,2024-10-25,Instagram,414189,5573,1.35,0,0,19565.85,3.51,47.24,524,9.4,136,93,1034.48
PERF0000008758,CMP000019,2024-09-10,TikTok,146089,3954,2.71,0,0,6925.62,1.75,47.41,363,9.18,43,32,488.36
PERF0000008759,CMP000037,2024-09-11,Programmatic,68594,1667,2.43,29322,42.75,7689.24,4.61,112.1,18,1.08,18,7,135.6
PERF0000008760,CMP000043,2025-05-20,Instagram,433439,8389,1.94,0,0,36222.23,4.32,83.57,315,3.75,45,39,733.93
PERF0000008761,CMP000067,2025-01-04,Instagram,844004,15163,1.8,605901,71.79,61703.77,4.07,73.11,343,2.26,40,23,421.17
PERF0000008762,CMP000067,2025-01-09,Instagram,823132,34033,4.13,347122,42.17,136762.61,4.02,166.15,598,1.76,109,59,1312.49
PERF0000008763,CMP000049,2025-01-17,LinkedIn,339907,4135,1.22,0,0,20569.09,4.97,60.51,61,1.48,12,8,121.33
PERF0000008764,CMP000084,2024-11-01,Facebook,122155,2613,2.14,0,0,10429.45,3.99,85.38,254,9.72,50,41,544.88
PERF0000008765,CMP000024,2025-04-25,Instagram,260896,3012,1.15,0,0,9901.53,3.29,37.95,32,1.06,8,4,77.9
PERF0000008766,CMP000030,2024-08-27,Instagram,842917,37378,4.43,656160,77.84,185473.19,4.96,220.04,3333,8.92,922,544,9846.63
PERF0000008767,CMP000011,2024-08-06,Programmatic,683171,31563,4.62,360694,52.8,21932.13,0.69,32.1,947,3.0,229,145,2199.83
PERF0000008768,CMP000084,2024-11-12,Google Ads,408203,4124,1.01,0,0,5563.38,1.35,13.63,181,4.39,46,30,414.52
PERF0000008769,CMP000073,2024-11-06,Google Ads,415903,6060,1.46,0,0,20458.04,3.38,49.19,68,1.12,9,4,61.58
